"run";"random_seed";"IRR";"tick";"Meta: Case";"Meta: Scenario";"name";"region";"technologyID";"Loadfactor";"Capacity";"capex";"opex";"specificRRR";"myCompanyRRR";"myCompany";"LRMC";"ownrLRMC";"certpriceneeded";"certpriceneeded_ownRRR";"StartTick";"startyear";"endyear";"endtick";"myinvestmentdecisiontype";"status";"estimannualprod";"exougenousflagg"
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_31";"Norway";2;0.32;200.0;3.30234281E8;19.0;0.06871873429234782;0.07787452275283033;"Company 193";67.77583572495539;0.0;63.599884477334584;0.0;0;0;0;0;3;5;560640.0;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_29";"Norway";2;0.27;15.0;2.1414547E7;21.2;0.06871873429234782;0.05916940516467558;"Company 205";71.18231962250684;63.92031378764149;67.9736405416536;Infinity;0;0;0;0;3;3;35478.00000000001;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Sweden_Bio_2020";"Sweden";3;1.0;33.29528158295282;0.0;0.0;0.0;0.0;"Company 19";0.0;0.0;-28.571266110581043;0.0;103;2020;2035;283;3;1;291666.6666666667;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_72";"Norway";2;0.31;10.0;1.4395981E7;18.1;0.06871873429234782;0.05916940516467558;"Company 205";61.99773472401908;55.619767312525646;56.18108989232034;Infinity;0;0;0;0;3;3;27156.0;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Sweden_Bio_2014";"Sweden";3;1.0;51.25570776255708;0.0;0.0;0.0;0.0;"Company 25";0.0;0.0;-28.571266110581043;0.0;27;2014;2029;207;1;1;449000.0;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_250";"Sweden";2;0.29;18.0;2.7211734E7;16.7;0.06202866261747517;0.05861524164454022;"Company 31";63.02541030027854;58.59535296319777;56.380414539525646;Infinity;0;0;0;0;3;3;45727.2;0
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_54";"Norway";2;0.31;10.0;1.4276463E7;18.3;0.06871873429234782;0.07787835861026737;"Company 103";61.83328790662294;62.40071203874216;55.96994834975754;Infinity;0;0;0;0;3;3;27156.0;0
1;1;0.0677457949310394;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_298";"Sweden";2;0.27;10.0;1.4071076E7;15.0;0.0;0.0;"Company 235";38.796847623879586;0.0;17.042635855497572;0.0;22;2013;2028;202;3;1;23652.0;1
1;1;0.0219557486594164;287.0;"2016_H1_BaseCase";"Normal";"Wind_Sweden_281";"Sweden";2;0.22;6.4;9057614.0;20.0;0.0;0.0;"Company 49";49.37426707139892;0.0;34.67166826802979;0.0;55;2016;2031;235;2;1;12334.080000000002;1
1;1;0.0;287.0;"2016_H1_BaseCase";"Normal";"Wind_Norway_89";"Norway";2;0.33;30.0;4.5498978E7;17.3;0.06871873429234782;0.07920452589887157;"Company 133";60.74391804836867;61.81548407640754;54.57125157997367;Infinity;0;0;0;0;2;3;86724.0;0
